rank,name,rating,url,location_coordinate,location_country,location_region,elevation_top_m,elevation_difference_m,total_slope_length_km,number_of_lifts,number_of_slopes,annual_snowfall_cm,number_of_matches
2501,Sundsvall – Sidsjöbacken,842.4,https://www.sidsjobacken.se/,"{'lat': '62.3796', 'long': '17.3258'}",Sweden,Västernorrland,167.0,97.0,1.8,2.0,2.0,200.0,1
2502,Schuttannen,842.4,https://www.sv-hohenems.at/,"{'lat': '47.3634', 'long': '9.6790'}",Austria,Dornbirn,1320.0,170.0,4.0,2.0,2.0,150.0,1
2503,Navarino Hills,842.3,https://www.skiresort.info/ski-resort/navarino-hills/,"{'lat': '44.6796', 'long': '-88.4354'}",USA,Wisconsin,270.0,30.0,0.8,4.0,2.0,140.0,1
2504,Great Bear Ski Valley,842.2,https://www.greatbearpark.com/,"{'lat': '43.5598', 'long': '-96.6298'}",USA,South Dakota,470.0,60.0,4.0,1.0,3.0,100.0,1
2505,Korkeakangas,842.1,http://www.korkeakangas.fi/,"{'lat': '61.2653', 'long': '24.0280'}",Finland,Pirkanmaa,155.0,53.0,0.7,1.0,1.0,60.0,1
2506,Breitenwang,842.1,https://www.skiresort.info/ski-resort/breitenwang/,"{'lat': '47.4886', 'long': '10.7267'}",Austria,Reutte,850.0,50.0,0.2,1.0,1.0,150.0,1
2507,Motai,841.9,https://www.outdoor-in-motai.com/%E3%82%B9%E3%82%AD%E3%83%BC%E5%A0%B4,"{'lat': '35.4405', 'long': '137.2889'}",Japan,Gifu Prefecture,875.0,80.0,1.6,1.0,3.0,200.0,1
2508,Engländerlifts,841.9,http://www.englaender-skilifte.de,"{'lat': '50.0533', 'long': '9.4072'}",Germany,Aschaffenburg,500.0,80.0,2.0,3.0,1.0,50.0,1
2509,Ghöch,841.8,https://www.ghoech.ch/,"{'lat': '47.3333', 'long': '8.8772'}",Switzerland,Zürich,1060.0,60.0,1.0,2.0,1.0,100.0,1
2510,St. Hemma – Edelschrott,841.8,https://sthemma.at/,"{'lat': '47.0498', 'long': '15.0453'}",Austria,Voitsberg,1135.0,128.0,1.8,1.0,3.0,200.0,1
2511,Rodel Jet – Flachau,841.8,https://www.lacknerhof.at/aktiv/winter/,"{'lat': '47.3468', 'long': '13.3931'}",Austria,Pongau,943.0,42.0,0.3,1.0,1.0,150.0,1
2512,Wolfsberglift,841.8,https://www.skischule-inzell.de/wolfsberg-skilift-2/,"{'lat': '47.8203', 'long': '12.6406'}",Germany,Traunstein,770.0,131.0,1.0,1.0,1.0,50.0,1
2513,Vista Ridge,841.7,https://www.vistaridge.ab.ca/,"{'lat': '57.0728', 'long': '-111.6465'}",Canada,Alberta,377.0,122.0,4.0,2.0,3.0,200.0,1
2514,Täsch,841.7,https://www.gemeinde-taesch.ch/,"{'lat': '46.0729', 'long': '7.7756'}",Switzerland,Valais,1500.0,50.0,0.5,1.0,1.0,150.0,1
2515,Schwellbrunn,841.6,https://www.skilift-schwellbrunn.ch/,"{'lat': '47.3481', 'long': '9.2465'}",Switzerland,Appenzell Ausserrhoden,1084.0,62.0,1.0,1.0,1.0,150.0,1
2516,Titcomb Mountain,841.6,https://www.titcombmountain.com/,"{'lat': '44.6469', 'long': '-70.1553'}",USA,Maine,210.0,84.0,4.0,2.0,3.0,200.0,1
2517,Ristolas,841.6,https://lequeyras.com/selon-ma-nature/addict-de/ski-alpin-village-station-alpes/domaine-ristolas/,"{'lat': '44.7750', 'long': '6.9800'}",France,Hautes-Alpes,1648.0,48.0,1.0,2.0,1.0,100.0,1
2518,Milda – Lößnitz,841.5,https://www.skiresort.info/ski-resort/loessnitz/,"{'lat': '50.5975', 'long': '12.7451'}",Germany,Erzgebirgskreis,554.0,99.0,3.0,1.0,3.0,35.0,1
2519,Vedbobacken,841.5,https://vedbobacken.se/,"{'lat': '59.6099', 'long': '16.5698'}",Sweden,Västmanland,74.0,50.0,1.2,3.0,3.0,60.0,1
2520,Mont Fortin,841.5,https://montfortin.saguenay.ca/,"{'lat': '48.4167', 'long': '-71.167'}",Canada,Quebec,123.0,92.0,4.9,4.0,4.0,250.0,1
2521,Drayton Valley – Brazeau,841.5,https://www.facebook.com/DVBSC/,"{'lat': '53.2254', 'long': '-114.9784'}",Canada,Alberta,747.0,50.0,1.5,4.0,3.0,150.0,1
2522,Hansberg,841.4,https://www.hansberg.net/,"{'lat': '48.5102', 'long': '14.0098'}",Austria,Rohrbach,850.0,110.0,1.0,2.0,2.0,100.0,1
2523,Steeplechase,841.4,https://www.steeplechaseevents.com/copy-of-snow-tubing,"{'lat': '46.7296', 'long': '-94.6859'}",USA,Minnesota,340.0,65.0,3.0,5.0,3.0,150.0,1
2524,La Baitina,841.4,http://www.labaitina.eu,"{'lat': '46.1333', 'long': '8.4833'}",Italy,Piedmont,930.0,100.0,1.0,2.0,1.0,200.0,1
2525,Rugiswalde,841.4,https://www.skiclub-rugiswalde.de/,"{'lat': '50.9971', 'long': '14.2243'}",Germany,Sächsische Schweiz-Osterzgebirge,510.0,80.0,0.5,2.0,1.0,70.0,1
2526,Luossabacken,841.3,https://kiruna.se/uppleva--gora/utomhusaktiviteter/luossavaarabacken.html,"{'lat': '67.8557', 'long': '20.2253'}",Sweden,Norrbotten,720.0,156.0,2.5,3.0,3.0,200.0,1
2527,Alpe di Neggia,841.3,https://alpedineggia.ch/,"{'lat': '46.1000', 'long': '8.7833'}",Switzerland,Ticino,1595.0,200.0,1.0,2.0,1.0,150.0,1
2528,Wildmooslift,841.2,https://www.berchtesgaden.de/winter/skifahren,"{'lat': '47.6090', 'long': '13.1008'}",Germany,Berchtesgadener Land,880.0,44.0,0.4,1.0,1.0,100.0,1
2529,Niedernsill,841.2,https://www.piesendorf.at/de/winter/ski-board/niedernsiller-lifte/,"{'lat': '47.2900', 'long': '12.6442'}",Austria,Zell am See,969.0,152.0,1.0,2.0,1.0,150.0,1
2530,Les Fourgs,841.2,https://station-lesfourgs.fr/,"{'lat': '46.8176', 'long': '6.3662'}",France,Doubs,1229.0,179.0,3.0,8.0,3.0,150.0,1
2531,Schwarzenberg – Elstra,841.1,https://www.ski-elstra.de/,"{'lat': '51.2274', 'long': '14.1735'}",Germany,Bautzen,416.0,116.0,1.5,1.0,2.0,50.0,1
2532,Greising,841.1,https://www.skilift-greising.de/,"{'lat': '48.8511', 'long': '13.0264'}",Germany,Deggendorf,800.0,70.0,0.5,1.0,1.0,80.0,1
2533,Snowstar,841.1,https://www.skisnowstar.com/,"{'lat': '41.4472', 'long': '-90.7310'}",USA,Illinois,235.0,55.0,4.0,5.0,3.0,150.0,1
2534,Spring Hill Winter Park,841.1,https://www.springhillwinterpark.com/,"{'lat': '49.7700', 'long': '-96.8933'}",Canada,Manitoba,265.0,45.0,0.8,3.0,1.0,100.0,1
2535,Choei Anpeizan,841.1,https://www.town.abira.lg.jp/midokoro/shisetsu/sport/149,"{'lat': '42.7881', 'long': '141.8147'}",Japan,Hokkaido,160.0,87.0,1.5,1.0,2.0,500.0,1
2536,Bleiche,841.1,https://www.facebook.com/skiarenableiche/,"{'lat': '48.558', 'long': '9.365'}",Germany,Esslingen,575.0,72.0,0.3,1.0,1.0,80.0,1
2537,Astenberg,841.1,https://www.skiresort.info/ski-resort/astenberg-wiesing/,"{'lat': '47.4386', 'long': '11.7975'}",Austria,Schwaz District,745.0,25.0,1.0,1.0,1.0,150.0,1
2538,Terento,841.0,https://www.panorama-ski.com/,"{'lat': '46.8164', 'long': '11.8133'}",Italy,Trentino-Alto Adige/Südtirol,1404.0,169.0,1.0,1.0,1.0,120.0,1
2539,Paloisvuori,841.0,"https://www.iisalmi.fi/Suomeksi/Palvelut/Kulttuuri,-liikunta-ja-nuoriso/Liikuntapalvelut/Ulkoilualueet-ja--reitit/Paloisvuoren-ulkoilualue/Paloisvuoren-laskettelurinne","{'lat': '63.5596', 'long': '27.1878'}",Finland,Pohjois-Savo,140.0,45.0,0.6,1.0,2.0,50.0,1
2540,Lunada,840.9,https://www.skiresort.info/ski-resort/lunada/,"{'lat': '43.0547', 'long': '-3.6608'}",Spain,Castile-Leon,1465.0,215.0,3.0,5.0,3.0,100.0,1
2541,Archamps,840.8,https://www.mairie-archamps.fr/,"{'lat': '46.1436', 'long': '6.1154'}",France,Haute-Savoie,1290.0,120.0,0.8,1.0,1.0,50.0,1
2542,Edmonton Ski Club,840.7,https://www.edmontonskiclub.com/,"{'lat': '53.5344', 'long': '-113.4800'}",Canada,Alberta,660.0,36.0,1.0,3.0,3.0,120.0,1
2543,Val d'Oronaye,840.7,https://www.ubaye.com/domaine-skiable-de-larche.html,"{'lat': '44.5275', 'long': '6.8081'}",France,Alpes-de-Haute-Provence,1900.0,200.0,2.0,4.0,2.0,200.0,1
2544,Bromberg Alm,840.6,https://www.bromberg-alm.de/,"{'lat': '47.743875', 'long': '11.013362'}",Germany,Weilheim-Schongau,933.0,119.0,1.7,2.0,2.0,120.0,1
2545,Fellachlift,840.6,https://www.virgen.at/,"{'lat': '47.0', 'long': '12.4'}",Austria,Lienz,1190.0,80.0,0.6,1.0,1.0,200.0,1
2546,Andes Tower Hills,840.5,https://www.andestowerhills.com/,"{'lat': '45.8488', 'long': '-95.5603'}",USA,Minnesota,494.0,89.0,4.0,4.0,3.0,100.0,1
2547,Zederhaus,840.5,https://www.lungau.at/de/erleben/winter/skifahren/weitere-lifte/,"{'lat': '47.1200', 'long': '13.5333'}",Austria,Tamsweg,1390.0,134.0,1.0,1.0,1.0,400.0,1
2548,Happylift Semmering,840.4,https://www.berghofsemmering.at/de/happylift/,"{'lat': '47.6366', 'long': '15.8256'}",Austria,Neunkirchen,1070.0,60.0,0.3,1.0,1.0,150.0,1
2549,Mäuseberg,840.4,https://skiclub-daun.de/,"{'lat': '50.1993', 'long': '6.8291'}",Germany,Vulkaneifel,550.0,85.0,0.5,1.0,1.0,30.0,1
2550,La Tuque,840.3,https://www.ville.latuque.qc.ca/,"{'lat': '47.4396', 'long': '-72.7803'}",Canada,Quebec,318.0,149.0,6.0,2.0,3.0,200.0,1
2551,Yawgoo Valley,840.2,https://www.yawgoo.com/,"{'lat': '41.4989', 'long': '-71.5728'}",USA,Rhode Island,91.0,56.0,2.0,4.0,3.0,100.0,1
2552,Sayama,840.2,https://www.seibu-leisure.co.jp/ski_web/,"{'lat': '35.7719', 'long': '139.4556'}",Japan,Saitama Prefecture,144.0,32.0,0.3,2.0,1.0,50.0,1
2553,Hirogawara,840.2,http://www.hirogawara.com,"{'lat': '35.2277', 'long': '135.5828'}",Japan,Kyoto Prefecture,617.0,94.0,0.9,1.0,1.0,150.0,1
2554,Kanisbacken,840.1,https://kanisbacken.se/,"{'lat': '65.6753', 'long': '21.0142'}",Sweden,Norrbotten,227.0,154.0,3.0,1.0,3.0,200.0,1
2555,Hundsbach,840.1,https://www.skiclub-bischweier1951.de/,"{'lat': '48.6333', 'long': '8.3500'}",Germany,Rastatt,780.0,80.0,0.5,1.0,1.0,120.0,1
2556,La Côte-aux-Fées,840.1,https://sites.google.com/site/skiliftcaf/,"{'lat': '46.8560', 'long': '6.5520'}",Switzerland,Neuenburg,1080.0,100.0,3.0,1.0,1.0,150.0,1
2557,Schloppach,840.1,https://www.turnverein-waldsassen.de/skianlage-schloppach/,"{'lat': '49.9991', 'long': '12.3034'}",Germany,Tirschenreuth,510.0,60.0,2.0,2.0,2.0,60.0,1
2558,Col du Granier,840.0,https://www.stationdugranier.com/,"{'lat': '45.4864', 'long': '5.8819'}",France,Savoie,1399.0,409.0,2.5,4.0,2.0,200.0,1
2559,Osimo,840.0,https://www.comune.osimo.an.it/,"{'lat': '43.4861', 'long': '13.4691'}",Italy,Marche,350.0,250.0,2.0,1.0,1.0,50.0,1
2560,Markersbach,840.0,https://www.raschau-markersbach.de/tourismus-kultur/tourismus/freizeitangebote/?tx_kjowbsadressen_kjowbsadressen%5Bid_adresse%5D=2450&tx_kjowbsadressen_kjowbsadressen%5Bpage%5D=2&tx_kjowbsadressen_kjowbsadressen%5Bstichwort%5D=&tx_kjowbsadressen_kjowbsadr,"{'lat': '50.5386', 'long': '12.9568'}",Germany,Erzgebirgskreis,626.0,91.0,0.5,1.0,1.0,50.0,1
2561,Am Hainberg,840.0,https://www.skiclub-olbernhau.de/,"{'lat': '50.6550', 'long': '13.3511'}",Germany,Erzgebirgskreis,602.0,96.0,0.5,1.0,1.0,50.0,1
2562,Le Poli,840.0,https://domaineskiabledupolixonrupt.jimdo.com/,"{'lat': '48.0803', 'long': '6.9700'}",France,Vosges (department),965.0,165.0,2.0,2.0,2.0,100.0,1
2563,Genkingen,839.9,http://www.skilift-genkingen.de,"{'lat': '48.4469', 'long': '9.1519'}",Germany,Reutlingen,835.0,90.0,1.3,3.0,3.0,60.0,1
2564,Homberg,839.9,https://www.skilift-homberg.ch/,"{'lat': '46.7595', 'long': '7.5665'}",Switzerland,Canton of Bern,1093.0,153.0,3.0,1.0,1.0,200.0,1
2565,Simas Lifte,839.8,https://www.simas-lifte.at/,"{'lat': '47.552', 'long': '15.886'}",Austria,"Neunkirchen, Lower Austria",1207.0,266.0,1.8,1.0,1.0,100.0,1
2566,Ödengrub,839.8,https://www.skiclub-schwarzenfeld.de/,"{'lat': '49.3270', 'long': '12.1160'}",Germany,Schwandorf,512.0,57.0,0.9,2.0,1.0,60.0,1
2567,Hesselbacher Gletscher,839.8,https://www.hesselbachergletscher.de/,"{'lat': '50.9387', 'long': '8.3622'}",Germany,Siegen-Wittgenstein,495.0,86.0,0.8,1.0,2.0,50.0,1
2568,Neuhaus am Rennweg,839.7,https://www.facebook.com/skiliftneuhausrwg/,"{'lat': '50.5135', 'long': '11.1167'}",Germany,Kreis Sonneberg,785.0,40.0,0.3,1.0,1.0,80.0,1
2569,Treisberg-Schmitten,839.7,https://www.wscgoldenergrund.de/,"{'lat': '50.2674', 'long': '8.4167'}",Germany,Hochtaunuskreis,582.0,70.0,1.1,2.0,1.0,50.0,1
2570,Mittlerwengi,839.7,https://www.sckaltbrunn.ch/infrastruktur/skilift.html,"{'lat': '47.2131', 'long': '9.0036'}",Switzerland,St. Gallen,1253.0,100.0,0.4,1.0,1.0,150.0,1
2571,Winterberglifte,839.7,https://www.hochschwarzwald.de/Skifahren,"{'lat': '48.1329', 'long': '8.2027'}",Germany,Schwarzwald-Baar-Kreis,1000.0,100.0,0.8,1.0,1.0,100.0,1
2572,La Cernay Blanche – La Chaux de Gilley,839.6,http://www.lachaux25.com/cernay/index.htm,"{'lat': '47.0825', 'long': '6.6468'}",France,Doubs,1088.0,198.0,1.0,2.0,1.0,120.0,1
2573,Auf der Rose,839.6,https://www.oberharz.de/winter/skigebiete-im-harz/altenau-skigebiet-auf-der-rose/,"{'lat': '51.7400', 'long': '10.4394'}",Germany,Goslar,562.0,42.0,0.5,2.0,1.0,70.0,1
2574,Pando Park,839.6,https://cannonsburg.com/,"{'lat': '43.0117', 'long': '-85.5666'}",USA,Michigan,300.0,40.0,1.3,4.0,3.0,120.0,1
2575,Mount Fairweather,839.6,https://atikokan.ca/,"{'lat': '48.7575', 'long': '-91.6210'}",Canada,Ontario,206.0,106.0,1.6,2.0,3.0,200.0,1
2576,Päätskyvuori,839.6,https://www.paaskyvuori.fi/,"{'lat': '60.622259', 'long': '22.209559'}",Finland,Varsinais-Suomi,60.0,40.0,1.0,2.0,2.0,50.0,1
2577,Schlossberg,839.6,https://www.skilift-schlossberg.de/,"{'lat': '48.0502', 'long': '8.3331'}",Germany,Schwarzwald-Baar-Kreis,970.0,70.0,0.4,1.0,1.0,120.0,1
2578,Oberwaldlifte,839.5,https://www.oberwaldlift-faistenau.at/,"{'lat': '47.8086', 'long': '13.2029'}",Austria,Salzburg-Umgebung,917.0,115.0,1.1,2.0,2.0,150.0,1
2579,Lajoux,839.5,https://de.montagnes-du-jura.fr/alle-schneeaktivitaeten/teleski-du-content-lajoux,"{'lat': '46.3718', 'long': '5.9682'}",France,Jura,1223.0,63.0,1.0,3.0,1.0,200.0,1
2580,Birkholzlift,839.5,https://www.lerchenfeld-heinersreuth.de/module/leistungen/leistungen.asp?kategorie_id=16,"{'lat': '50.2386', 'long': '11.5892'}",Germany,Kulmbach,630.0,80.0,2.0,1.0,2.0,50.0,1
2581,Péra – Trun,839.5,https://runalpera.ch/,"{'lat': '46.7371', 'long': '8.9935'}",Switzerland,Graubünden,1040.0,120.0,1.2,1.0,1.0,150.0,1
2582,Awengen,839.4,https://skilift-awengen.jimdofree.com/,"{'lat': '48.0198', 'long': '9.7850'}",Germany,Biberach,648.0,68.0,0.6,2.0,2.0,50.0,1
2583,Uvbergsbacken,839.4,https://www.nskalpin.com/,"{'lat': '60.1458', 'long': '15.4203'}",Sweden,Dalarna,320.0,120.0,1.2,1.0,1.0,150.0,1
2584,Ski-Club Rhön Fulda – Schwedenschanze,839.3,https://www.scr-fulda.de/,"{'lat': '50.4715', 'long': '9.8945'}",Germany,Fulda,813.0,79.0,0.8,1.0,2.0,50.0,1
2585,Greuth,839.3,https://www.skiclub-gerstetten.de/,"{'lat': '48.6864', 'long': '10.0371'}",Germany,Heidenheim,634.0,63.0,0.5,2.0,2.0,50.0,1
2586,Four Seasons,839.3,https://www.fourseasonsgolfandski.com/,"{'lat': '43.0076', 'long': '-75.9761'}",USA,New York,185.0,25.0,1.0,2.0,2.0,250.0,1
2587,Schieβberg – Crottendorf,839.3,https://wintersportverein-crottendorf.de/,"{'lat': '50.5042', 'long': '12.9789'}",Germany,Erzgebirgskreis,764.0,95.0,1.1,1.0,2.0,100.0,1
2588,Hampy,839.2,http://www.hampy.ch/,"{'lat': '46.4892', 'long': '7.5563'}",Switzerland,Bern,1351.0,62.0,0.3,1.0,1.0,150.0,1
2589,Cioss Prato,839.2,https://ciossprato.jimdofree.com/,"{'lat': '46.5017', 'long': '8.4992'}",Switzerland,Ticino,1610.0,60.0,0.4,2.0,1.0,300.0,1
2590,Täle – Messstetten,839.2,https://www.skiverein.de/,"{'lat': '48.1890', 'long': '8.9615'}",Germany,Zollernalbkreis,931.0,74.0,0.6,1.0,1.0,50.0,1
2591,Misery Mountain,839.2,https://www.miserymountain.ca/,"{'lat': '56.233333', 'long': '-117.283333'}",Canada,Alberta,484.0,147.0,8.0,3.0,8.0,150.0,1
2592,Fischbach (Ummendorf),839.1,https://www.svfischbach.de/pages/ski/oeffnungszeiten.php,"{'lat': '48.0644', 'long': '9.6671'}",Germany,Biberach,650.0,70.0,1.0,1.0,1.0,50.0,1
2593,Zweibrücken,839.1,https://der-skiclub.de/,"{'lat': '49.2467', 'long': '7.3633'}",Germany,Rheinland-Pfalz,376.0,71.0,0.6,1.0,3.0,50.0,1
2594,Elkeringhausen,839.0,https://www.skiresort.info/ski-resort/elkeringhausen/,"{'lat': '51.1800', 'long': '8.5800'}",Germany,Hochsauerlandkreis,630.0,70.0,0.5,1.0,1.0,50.0,1
2595,Erbendorf-Pfaben,839.0,https://www.erbendorf.de/wintersport,"{'lat': '49.8350', 'long': '12.0430'}",Germany,Tirschenreuth,714.0,76.0,0.7,1.0,1.0,50.0,1
2596,Witzberg,839.0,https://www.skiresort.info/ski-resort/witzberg-pockau/,"{'lat': '50.7254', 'long': '13.2157'}",Germany,Mittelsachsen,480.0,70.0,0.4,1.0,1.0,50.0,1
2597,Spruce Mountain,839.0,https://sprucemountainmaine.wordpress.com/,"{'lat': '44.5176', 'long': '-70.2076'}",USA,Maine,183.0,76.0,2.4,3.0,3.0,200.0,1
2598,Foncine le Haut,838.9,https://www.jura-foncine.com/,"{'lat': '46.6242', 'long': '6.0431'}",France,Jura,1033.0,125.0,1.5,3.0,3.0,200.0,1
2599,Siebenseelift,838.9,https://www.steiermark.com/de/reiseplanung/sommer/wildalpen_p659706,"{'lat': '47.6833', 'long': '14.8667'}",Austria,Bruck-Mürzzuschlag,840.0,170.0,1.5,2.0,1.0,120.0,1
2600,Ochsenkamp,838.8,https://www.hotel-kleins-wiese.de/freizeit/wintersport/,"{'lat': '51.1689', 'long': '8.2908'}",Germany,Hochsauerlandkreis,700.0,80.0,0.5,1.0,1.0,40.0,1
2601,Mont Apic,838.8,https://montapic.com/,"{'lat': '46.2251', 'long': '-71.5965'}",Canada,Quebec,325.0,95.0,5.0,3.0,5.0,200.0,1
2602,Idealhanglift Niederdorf,838.7,http://www.alpen-echo.de/hauseigener-skilift.html,"{'lat': '47.4559', 'long': '10.2264'}",Germany,Oberallgäu,850.0,21.0,0.2,1.0,1.0,80.0,1
2603,Hochplett,838.7,https://www.skilifte-oberaschau.at/,"{'lat': '47.9104', 'long': '13.4728'}",Austria,Bezirk Vöcklabruck,759.0,109.0,1.0,3.0,3.0,150.0,1
2604,Christseifen,838.7,http://www.tsv-aue-wingeshausen.de/index.php/ski-ab-auf-die-bretter/news,"{'lat': '51.0366', 'long': '8.3493'}",Germany,Siegen-Wittgenstein,565.0,47.0,0.3,1.0,1.0,60.0,1
2605,Wehrhalden,838.7,https://www.schwarzwald-tourismus.info/attraktionen/skilift-wehrhalden-59c8cef4c8,"{'lat': '47.717222', 'long': '8.006389'}",Germany,Waldshut,1000.0,50.0,0.3,1.0,1.0,150.0,1
2606,Liebenau,838.7,https://www.wintersportarena-liebenau.at/wsa/,"{'lat': '48.5341', 'long': '14.7746'}",Austria,Bezirk Freistadt,1004.0,64.0,1.0,2.0,1.0,100.0,1
2607,Loisinord,838.7,https://www.bethunebruay.fr/loisinord,"{'lat': '50.4845', 'long': '2.6697'}",France,Pas-de-Calais,114.0,70.0,0.5,1.0,3.0,0.0,1
2608,Johnsbach,838.6,https://www.steiermark.com/de/Gesaeuse/Urlaub-planen/Ausflugsziele/Baerenseitenlift-Johnsbach_isd_276990,"{'lat': '47.5533', 'long': '14.5964'}",Austria,Liezen,1005.0,135.0,1.0,1.0,1.0,150.0,1
2609,Puijon,838.6,https://kuopioskiclub.com/,"{'lat': '62.8924', 'long': '27.6416'}",Finland,Pohjois-Savo,236.0,96.0,0.4,1.0,1.0,130.0,1
2610,Schlossberg – Haderlsdorf,838.6,https://beratzhausen.com/freizeit-kultur,"{'lat': '49.1085', 'long': '11.8519'}",Germany,Regensburg,532.0,60.0,0.3,1.0,1.0,50.0,1
2611,Dossenheim,838.5,http://www.skiclubdossenheim.com/,"{'lat': '49.4472', 'long': '8.6670'}",Germany,Rhein-Neckar-Kreis,464.0,59.0,0.3,1.0,1.0,50.0,1
2612,Mühlegglift,838.5,https://www.skiresort.info/ski-resort/muehlegglift-hopfgarten-in-defereggen/,"{'lat': '46.9083', 'long': '12.3886'}",Austria,Lienz,1155.0,58.0,0.5,1.0,1.0,200.0,1
2613,Kirchberg Oberweissbach,838.5,https://www.oberweissbach.de/oberweissbacherleben/imwinter/?dsid=161D7CBBA47,"{'lat': '50.5889', 'long': '11.1511'}",Germany,Saalfeld-Rudolstadt,784.0,44.0,0.6,2.0,1.0,50.0,1
2614,Kornberg,838.4,https://www.skiresort.info/ski-resort/kornberg/,"{'lat': '50.1734', 'long': '11.9253'}",Germany,Hof,825.0,117.0,1.5,2.0,1.0,120.0,1
2615,Chausuyama Kogen,838.4,https://www.chausuyama.jp/,"{'lat': '35.1833', 'long': '137.6717'}",Japan,Aichi Prefecture,1360.0,135.0,2.6,2.0,3.0,150.0,1
2616,Bromskirchen,838.4,http://www.skiclub-bromskirchen.de/,"{'lat': '51.1209', 'long': '8.7036'}",Germany,Waldeck-Frankenberg,580.0,41.0,0.3,1.0,1.0,60.0,1
2617,Emmet – Usseln,838.3,https://www.skilift-emmet.de/,"{'lat': '51.2697', 'long': '8.6848'}",Germany,Waldeck-Frankenberg,690.0,40.0,0.5,2.0,1.0,50.0,1
2618,Northeast Slopes,838.3,https://northeastslopes.org/,"{'lat': '44.1314', 'long': '-72.2468'}",USA,Vermont,355.0,103.0,2.2,3.0,3.0,250.0,1
2619,Rödebybacken,838.3,https://www.rodebybacken.se/,"{'lat': '56.2591', 'long': '15.5910'}",Sweden,Blekinge,80.0,38.0,0.3,2.0,1.0,50.0,1
2620,Ardez,838.3,https://www.engadin.com/de/ponylift-ardez-0,"{'lat': '46.7747', 'long': '10.2019'}",Switzerland,Graubünden,1526.0,50.0,0.3,1.0,1.0,250.0,1
2621,Moosberglift,838.2,https://www.sv-weissenbach.at/wintersport,"{'lat': '47.4500', 'long': '10.6667'}",Austria,Reutte,1030.0,125.0,0.7,1.0,1.0,150.0,1
2622,Big Bam,838.2,https://www.skiresort.info/ski-resort/big-bam-taylor/,"{'lat': '56.1500', 'long': '-120.6789'}",Canada,British Columbia,469.0,55.0,0.6,1.0,1.0,250.0,1
2623,Neuhausen ob Eck,838.1,https://www.skilift-neuhausen.de/,"{'lat': '47.9803', 'long': '8.9545'}",Germany,Tuttlingen,750.0,50.0,0.4,1.0,1.0,50.0,1
2624,Großerlach,838.0,https://www.grosserlach.de/de/freizeit-kultur/winter-erleben/skilift,"{'lat': '49.0253', 'long': '9.5287'}",Germany,Rems-Murr-Kreis,548.0,60.0,1.1,1.0,1.0,40.0,1
2625,Asbybacken,838.0,http://www.asbyalpina.com,"{'lat': '58.058889', 'long': '15.258333'}",Sweden,Östergötland,225.0,75.0,1.2,2.0,3.0,150.0,1
2626,Victor Constant,838.0,https://westpoint.armymwr.com/programs/victor-constant-ski-area,"{'lat': '41.3695', 'long': '-73.9636'}",USA,New York,295.0,155.0,3.5,2.0,3.0,100.0,1
2627,Bäretswil,838.0,https://www.skiliftbaeretswil.ch/,"{'lat': '47.3381', 'long': '8.8576'}",Switzerland,Zürich,835.0,110.0,1.0,3.0,1.0,150.0,1
2628,Les Loges,837.9,https://teleski-des-loges.business.site/,"{'lat': '47.0503', 'long': '6.8874'}",Switzerland,Canton of Neuchâtel,1260.0,25.0,1.0,2.0,1.0,100.0,1
2629,Beerfelden,837.9,https://www.skilift-beerfelden.de/,"{'lat': '49.5667', 'long': '8.9667'}",Germany,Odenwaldkreis,520.0,90.0,0.5,1.0,1.0,50.0,1
2630,Beauce,837.9,https://www.clubskibeauce.com/,"{'lat': '46.3749', 'long': '-71.0076'}",Canada,Quebec,212.0,60.0,3.0,2.0,3.0,250.0,1
2631,Schwarzhorn,837.9,https://www.tsgv-waldstetten-skiteam.de/skilift,"{'lat': '48.7928', 'long': '9.8442'}",Germany,Ostalbkreis,596.0,30.0,0.3,2.0,1.0,50.0,1
2632,Kaiserlindenlift,837.9,https://www.landl.at/tourismus-freizeit-kultur/sport-freizeit/kaiserlindenlift-gams.html,"{'lat': '47.5833', 'long': '14.8167'}",Austria,Liezen,650.0,120.0,0.8,1.0,1.0,150.0,1
2633,Rossbachlift,837.9,http://sc-nassereith.at/,"{'lat': '47.2950', 'long': '10.8333'}",Austria,Imst,1030.0,120.0,0.5,1.0,1.0,150.0,1
2634,Monte Voggo,837.8,https://www.skiundalm.de,"{'lat': '49.2768', 'long': '11.4596'}",Germany,Neumarkt in der Oberpfalz,560.0,46.0,0.4,1.0,1.0,50.0,1
2635,Little Ski Hill,837.8,https://payettelakesskiclub.org/little-ski-hill/,"{'lat': '44.9333', 'long': '-116.1167'}",USA,Idaho,1700.0,120.0,1.4,1.0,1.0,200.0,1
2636,Shizuokashi Riverwell Ikawa,837.8,https://honyaku.j-server.com/LUCZUOKAI/ns/tl.cgi/https://www.city.shizuoka.lg.jp/p000207.html,"{'lat': '35.0232', 'long': '138.3831'}",Japan,Shizuoka Prefecture,1441.0,29.0,0.3,2.0,1.0,150.0,1
2637,Wirtsberg,837.7,https://wirtsberg.de/,"{'lat': '48.7997', 'long': '9.9366'}",Germany,Ostalbkreis,690.0,40.0,0.2,1.0,1.0,50.0,1
2638,Vilstabacken,837.7,https://www.tunaforsslalom.se/Vilstabacken/,"{'lat': '59.3667', 'long': '16.5167'}",Sweden,Södermanland,50.0,23.0,0.4,2.0,2.0,50.0,1
